REP_DATE,REP_TIME,APD_sector,RACE_KNOWN,Reason for Stop – TCOLE form,SEX,APD_RACE_DESC,Person Search YN,Search Found,X_COORDINATE,Y_COORDINATE
3/18/2018,"1,814",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,129,272","10,070,289"
1/30/2018,733,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,112,074","10,071,040"
1/30/2018,242,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,128,949","10,092,804"
1/30/2018,42,FR,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,101,314","10,044,492"
2/19/2018,"2,208",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,125,265","10,072,562"
3/12/2018,"2,149",ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES,NOTHING,"3,123,504","10,107,169"
4/2/2018,10,GE,,Moving Traffic Violation,M,WHITE,NO,,"3,116,285","10,070,506"
1/19/2018,424,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,OTHER,"3,124,642","10,101,653"
3/22/2018,928,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,122,548","10,059,930"
2/15/2018,"2,301",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,"3,130,420","10,087,780"
3/6/2018,"1,610",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,120,205","10,078,264"
1/24/2018,38,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,117,467","10,108,774"
2/9/2018,43,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,CASH,"3,112,101","10,067,179"
2/9/2018,241,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,113,354","10,037,690"
3/14/2018,403,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,NOTHING,"3,134,581","10,110,841"
4/8/2018,425,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,127,915","10,098,491"
4/7/2018,"2,133",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,OTHER,"3,144,834","10,084,762"
1/7/2018,"2,031",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,133,929","10,111,029"
2/27/2018,151,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,121,344","10,082,703"
2/11/2018,"2,053",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,127,811","10,098,396"
2/26/2018,850,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,DRUGS,"3,119,053","10,067,719"
1/6/2018,"2,316",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,114,480","10,071,463"
3/7/2018,117,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,134,927","10,124,329"
3/8/2018,134,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,112,034","10,072,168"
3/26/2018,159,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,NOTHING,"3,111,837","10,071,507"
3/25/2018,"1,726",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,137,142","10,136,763"
3/22/2018,230,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,133,646","10,084,692"
2/26/2018,"1,930",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,139,453","10,111,612"
4/11/2018,141,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,132,583","10,077,575"
1/13/2018,"1,909",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,121,019","10,054,953"
2/27/2018,"2,316",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,NO,,"3,112,456","10,122,653"
1/20/2018,308,FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,OTHER,"3,099,071","10,026,062"
3/26/2018,244,DA,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,104,752","10,048,030"
4/6/2018,6,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,CASH,"3,126,801","10,054,469"
1/23/2018,"2,338",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,118,674","10,116,066"
2/21/2018,531,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,114,474","10,075,728"
2/21/2018,531,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,114,474","10,075,728"
1/8/2018,"2,247",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,DRUGS,"3,123,378","10,087,827"
2/6/2018,"2,024",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,122,184","10,068,575"
3/6/2018,246,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,124,816","10,089,603"
1/23/2018,"2,332",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,"3,124,533","10,105,027"
1/6/2018,458,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,"3,121,350","10,080,709"
3/9/2018,845,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,HISPANIC OR LATINO,YES,WEAPONS,"3,128,359","10,107,000"
3/5/2018,"1,021",ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,125,773","10,093,332"
1/5/2018,"1,341",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,117,468","10,063,345"
1/19/2018,126,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,086,679","10,058,816"
2/7/2018,138,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,109,759","10,092,879"
2/18/2018,514,ED,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,134,438","10,122,785"
3/3/2018,151,HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,133,318","10,057,748"
3/25/2018,151,ED,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,"3,122,254","10,106,117"
2/8/2018,104,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,108,788","10,066,832"
3/9/2018,"2,216",ID,,Moving Traffic Violation,M,ASIAN,NO,,"3,127,867","10,084,110"
3/14/2018,"1,423",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,OTHER,"3,127,286","10,120,469"
3/14/2018,"1,423",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,OTHER,"3,127,286","10,120,469"
3/28/2018,34,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,122,823","10,068,522"
4/16/2018,"1,742",CH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,133,149","10,077,671"
1/11/2018,"1,105",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,OTHER,"3,101,872","10,049,171"
1/11/2018,"2,320",ID,,Moving Traffic Violation,M,BLACK,NO,,"3,125,270","10,090,522"
2/21/2018,153,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,115,301","10,070,114"
3/22/2018,"2,337",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,127,569","10,105,025"
1/3/2018,"2,113",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,094,299","10,064,109"
2/11/2018,"2,114",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,YES,CASH,"3,130,865","10,112,921"
2/12/2018,"1,737",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,103,728","10,050,915"
4/10/2018,27,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,130,856","10,112,771"
4/9/2018,"2,215",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,103,509","10,056,113"
2/9/2018,"1,850",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,NO,,"3,138,325","10,089,780"
3/31/2018,211,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,129,598","10,123,930"
4/1/2018,"1,817",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,141,540","10,034,760"
4/13/2018,"2,159",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,131,625","10,094,724"
4/17/2018,"1,323",GE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,NOTHING,"3,116,258","10,068,343"
4/23/2018,"1,628",ID,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Pre-existing knowledge (i.e. warrant),M,BLACK,YES,DRUGS,"3,133,646","10,084,692"
1/8/2018,"2,150",,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,,
2/1/2018,"2,139",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,124,576","10,128,551"
2/2/2018,39,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,120,909","10,107,928"
3/22/2018,410,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,NOTHING,"3,121,057","10,107,309"
1/31/2018,"1,138",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO,,"3,104,171","10,061,222"
1/30/2018,"2,217",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,123,916","10,065,493"
3/12/2018,"2,207",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,NO,,"3,133,578","10,084,836"
1/26/2018,326,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,OTHER,"3,127,901","10,098,807"
1/30/2018,339,AD,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,111,930","10,119,239"
1/28/2018,814,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,129,222","10,101,147"
2/27/2018,"2,156",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,101,943","10,060,586"
4/6/2018,"1,638",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,NOTHING,"3,131,794","10,094,395"
1/24/2018,"2,304",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,OTHER,"3,078,022","10,059,281"
2/19/2018,"1,858",GE,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,WHITE,YES,NOTHING,"3,116,738","10,068,297"
1/9/2018,"1,215",AD,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,OTHER,"3,104,030","10,130,681"
3/19/2018,"2,341",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,124,720","10,051,918"
3/31/2018,"1,911",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,080,099","10,125,939"
3/31/2018,"1,745",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,"3,133,700","10,085,352"
4/13/2018,925,BA,,Violation of law other than traffic,M,WHITE,NO,,"3,111,255","10,105,700"
1/7/2018,549,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,125,667","10,093,349"
2/13/2018,449,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,115,387","10,070,517"
2/13/2018,"2,350",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,131,680","10,103,437"
3/1/2018,"1,950",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,129,114","10,059,249"
4/23/2018,"2,230",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,108,320","10,053,735"
4/23/2018,"1,614",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,128,227","10,099,667"
1/9/2018,"1,056",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,NO,,"3,124,287","10,116,370"
2/12/2018,"2,034",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,129,037","10,095,188"
2/13/2018,"2,348",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,089,401","10,057,949"
2/14/2018,54,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,NOTHING,"3,109,811","10,070,248"
2/20/2018,"2,312",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,NO,,"3,135,174","10,118,708"
2/4/2018,"2,222",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,124,413","10,066,829"
3/10/2018,"1,820",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,"3,119,329","10,076,946"
1/13/2018,736,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,103,804","10,051,085"
3/30/2018,"1,710",ED,,Moving Traffic Violation,M,BLACK,NO,,"3,128,818","10,107,254"
2/28/2018,447,CH,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,119,929","10,077,716"
4/9/2018,232,GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,YES,OTHER,"3,115,415","10,070,416"
4/9/2018,"2,209",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,128,250","10,106,297"
4/21/2018,"1,923",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,CASH,"3,126,953","10,075,839"
1/24/2018,"1,949",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,125,253","10,090,888"
1/10/2018,221,FR,,Moving Traffic Violation,M,WHITE,NO,,"3,098,214","10,023,712"
1/10/2018,206,GE,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,116,191","10,068,283"
2/9/2018,255,DA,,Moving Traffic Violation,M,WHITE,NO,,"3,110,718","10,052,849"
3/21/2018,104,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,120,777","10,095,364"
3/20/2018,"2,035",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,CASH,"3,119,640","10,059,606"
3/20/2018,"2,035",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,CASH,"3,119,640","10,059,606"
3/20/2018,"2,035",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,CASH,"3,119,640","10,059,606"
4/20/2018,"1,600",AD,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,NOTHING,"3,097,733","10,146,399"
4/20/2018,"2,157",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO,,"3,126,439","10,106,480"
1/6/2018,202,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,NOTHING,"3,133,780","10,075,489"
1/6/2018,202,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,WEAPONS,"3,133,780","10,075,489"
1/6/2018,202,CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,OTHER,"3,133,780","10,075,489"
1/29/2018,355,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,131,733","10,103,162"
2/13/2018,"2,350",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,NO,,"3,131,680","10,103,437"
2/28/2018,"1,752",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,113,535","10,078,916"
3/21/2018,"1,500",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,OTHER,"3,110,342","10,048,148"
3/21/2018,12,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,F,HISPANIC OR LATINO,YES,NOTHING,"3,120,512","10,079,050"
1/8/2018,"2,320",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,124,930","10,086,615"
1/8/2018,"2,334",BA,,Moving Traffic Violation,M,BLACK,NO,,"3,109,730","10,072,438"
1/8/2018,"2,345",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,139,438","10,084,193"
1/8/2018,"1,839",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,NOTHING,"3,096,354","10,140,605"
1/29/2018,"1,928",FR,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,114,356","10,051,712"
1/24/2018,"2,156",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,122,629","10,061,652"
3/29/2018,"1,406",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,BLACK,NO,,"3,124,164","10,056,957"
3/2/2018,"2,245",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,120,650","10,067,877"
4/23/2018,"1,850",HE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,"3,120,206","10,054,679"
1/9/2018,"1,302",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,128,558","10,113,845"
3/30/2018,"1,250",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,"3,154,481","10,099,282"
4/16/2018,"1,025",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,CASH,"3,128,797","10,105,095"
1/8/2018,153,BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,106,577","10,074,094"
1/5/2018,"1,918",AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,104,407","10,131,161"
1/2/2018,"2,329",DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,096,187","10,056,327"
3/16/2018,"2,258",GE,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,DRUGS,"3,118,857","10,069,278"
2/1/2018,238,ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,WHITE,NO,,"3,124,721","10,086,852"
2/1/2018,135,DA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,NO,,"3,086,325","10,051,029"
3/10/2018,"1,914",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,125,354","10,078,694"
3/11/2018,"2,330",ID,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Violation of law other than traffic,M,HISPANIC OR LATINO,YES,NOTHING,"3,120,318","10,093,776"
4/21/2018,"2,317",ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,F,HISPANIC OR LATINO,YES,NOTHING,"3,131,136","10,112,573"
4/11/2018,"2,142",DA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,NOTHING,"3,108,046","10,060,452"
12/13/2018,429,ID,,Moving Traffic Violation,M,HISPANIC OR LATINO,NO,,"3,129,252","10,090,848"
1/10/2018,"2,358",BA,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,WHITE,YES,NOTHING,"3,117,221","10,107,122"
1/10/2018,949,ED,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,WEAPONS,"3,130,990","10,103,828"
1/30/2018,339,AD,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,HISPANIC OR LATINO,YES,DRUGS,"3,111,930","10,119,239"
1/29/2018,"2,330",CH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,M,BLACK,YES,NOTHING,"3,139,897","10,078,035"
2/15/2018,600,AD,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,WHITE,YES,DRUGS,"3,115,008","10,115,652"
1/8/2018,"1,841",BA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,M,BLACK,YES,NOTHING,"3,116,611","10,082,532"
1/8/2018,"1,841",BA,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,Violation of law other than traffic,F,BLACK,YES,DRUGS,"3,116,611","10,082,532"
