REP_DATE,REP_TIME,SEX,APD_RACE_DESC,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE
3/23/2016,"2,340",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,992","10,103,927"
1/11/2016,"2,048",F,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,365","10,079,568"
3/25/2016,"1,201",F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,097,494","10,136,452"
3/21/2016,"2,109",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,108,414","10,041,271"
3/26/2016,"2,242",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,535","10,086,055"
3/26/2016,"2,302",F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,829","10,064,647"
3/24/2016,"1,826",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,999","10,043,104"
3/26/2016,"2,343",M,HISPANIC OR LATINO,YES = 1,,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,642","10,108,927"
3/26/2016,"2,343",M,HISPANIC OR LATINO,YES = 1,,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,642","10,108,927"
3/27/2016,520,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,658","10,063,365"
3/25/2016,"2,153",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,693","10,122,849"
3/27/2016,204,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,350","10,080,709"
3/26/2016,"2,342",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,640","10,121,813"
3/27/2016,938,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,133,450","10,111,338"
3/27/2016,209,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,451","10,076,315"
3/28/2016,"1,303",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF PENAL CODE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,133,053","10,118,644"
3/28/2016,"1,030",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF PENAL CODE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,133,053","10,118,644"
3/26/2016,"1,956",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,038","10,103,850"
3/25/2016,"2,259",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,108,333","10,071,169"
3/28/2016,"1,306",M,BLACK,YES = 1,VIOLATION OF PENAL CODE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,133,053","10,118,644"
3/26/2016,"2,117",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,492","10,052,316"
3/26/2016,"2,222",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,128,674","10,090,268"
3/28/2016,"1,624",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,113,950","10,043,808"
3/28/2016,"1,121",M,HISPANIC OR LATINO,YES = 1,CALL FOR SERVICE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,093,822","10,094,855"
3/27/2016,"1,935",F,WHITE,YES = 1,CALL FOR SERVICE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,860","10,123,224"
3/28/2016,"1,253",M,WHITE,YES = 1,VIOLATION OF PENAL CODE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,053","10,118,644"
3/28/2016,"1,351",M,WHITE,YES = 1,VIOLATION OF PENAL CODE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,133,053","10,118,644"
3/28/2016,"2,311",F,WHITE,NO = 2,,,,"3,110,848","10,085,353"
3/29/2016,34,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,195","10,118,872"
3/29/2016,358,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,847","10,132,036"
3/25/2016,"1,335",F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,676","10,059,965"
3/25/2016,"1,335",F,WHITE,NO = 2,,,,"3,117,676","10,059,965"
3/29/2016,113,F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,841","10,069,711"
3/25/2016,343,F,BLACK,NO = 2,,,,"3,134,336","10,075,927"
3/29/2016,245,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,539","10,123,921"
3/28/2016,"2,225",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,679","10,109,661"
3/25/2016,950,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,372","10,054,810"
3/29/2016,203,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,099,708","10,068,313"
2/13/2016,"1,930",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,635","10,107,859"
3/25/2016,"1,716",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,983","10,063,458"
3/28/2016,"2,039",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,125,792","10,102,245"
3/25/2016,"2,307",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,096,791","10,032,612"
3/26/2016,"1,936",M,BLACK,NO = 2,,,,"3,134,581","10,110,841"
3/25/2016,"2,037",M,HISPANIC OR LATINO,NO = 2,VIOLATION OF CITY ORDIANCE,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,047","10,119,986"
3/28/2016,"2,243",F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,132,078","10,111,979"
3/26/2016,18,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,956","10,104,196"
3/26/2016,18,M,WHITE,NO = 2,,,,"3,130,956","10,104,196"
3/26/2016,30,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,635","10,127,631"
3/25/2016,"2,022",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,132,431","10,110,652"
3/26/2016,342,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,950","10,105,735"
3/28/2016,"2,303",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,942","10,105,660"
3/25/2016,8,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,387","10,102,200"
3/26/2016,307,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,710","10,079,769"
3/29/2016,202,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,213","10,062,790"
3/28/2016,"2,307",M,BLACK,NO = 2,,,,"3,147,365","10,081,670"
3/29/2016,45,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,679","10,129,919"
3/28/2016,"2,211",F,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,910","10,081,492"
3/29/2016,"1,340",M,BLACK,YES = 1,OTHER,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,121,572","10,073,413"
3/27/2016,328,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,948","10,115,063"
3/27/2016,400,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,569","10,105,025"
3/23/2016,"2,226",M,BLACK,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,771","10,107,038"
3/28/2016,"2,007",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,140,539","10,115,548"
3/28/2016,12,M,WHITE,NO = 2,,,,"3,129,619","10,108,496"
3/25/2016,"1,050",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,,"3,133,068","10,043,272"
3/26/2016,"1,846",F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,104,691","10,132,306"
3/24/2016,"1,439",M,WHITE,NO = 2,OTHER,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,096,120","10,100,434"
3/29/2016,"2,244",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,096,169","10,015,971"
2/25/2016,"1,220",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,,"3,106,681","10,068,678"
2/25/2016,"2,236",F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,109","10,073,191"
3/25/2016,"1,434",F,HISPANIC OR LATINO,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,559","10,051,326"
3/25/2016,932,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,116,482","10,057,798"
3/25/2016,"2,247",F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,838","10,049,944"
3/25/2016,"2,247",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,838","10,049,944"
3/30/2016,23,M,BLACK,NO = 2,,,,"3,116,565","10,069,361"
3/25/2016,851,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,368","10,058,922"
3/30/2016,215,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,363","10,034,777"
1/28/2016,838,M,HISPANIC OR LATINO,NO = 2,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,411","10,068,018"
3/30/2016,242,F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,916","10,092,709"
3/30/2016,242,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,916","10,092,709"
3/30/2016,242,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,916","10,092,709"
3/26/2016,"2,240",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,177","10,060,019"
3/28/2016,"1,630",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,130,670","10,063,290"
3/29/2016,"2,234",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,127,202","10,093,258"
3/29/2016,"1,912",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,145,389","10,082,469"
3/22/2016,"2,331",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,851","10,085,983"
3/27/2016,"2,210",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,126,402","10,098,769"
3/29/2016,205,M,WHITE,NO = 2,,,,"3,111,557","10,061,584"
3/30/2016,536,M,HISPANIC OR LATINO,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,966","10,114,596"
3/30/2016,145,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,243","10,071,447"
3/30/2016,7,F,WHITE,YES = 1,VIOLATION OF PENAL CODE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,118,401","10,120,779"
3/30/2016,"2,345",M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,874","10,059,739"
3/29/2016,"1,503",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,331","10,083,671"
3/31/2016,34,F,WHITE,YES = 1,CALL FOR SERVICE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,088,174","10,056,363"
3/17/2016,"1,822",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,784","10,085,180"
3/31/2016,19,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,481","10,044,899"
3/30/2016,"1,958",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,990","10,040,388"
3/26/2016,910,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,286","10,056,702"
3/30/2016,"1,901",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,098,011","10,054,874"
3/30/2016,"1,901",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,098,011","10,054,874"
3/29/2016,211,F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,570","10,071,475"
3/31/2016,331,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,555","10,078,023"
3/30/2016,"2,256",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,844","10,069,947"
3/30/2016,"1,844",F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,999","10,043,104"
3/30/2016,"2,235",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,481","10,122,057"
3/31/2016,228,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,346","10,042,257"
3/30/2016,"1,845",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,137,198","10,108,367"
3/30/2016,"1,845",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,137,198","10,108,367"
3/30/2016,"1,845",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,137,198","10,108,367"
3/25/2016,"2,021",M,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,132,255","10,074,592"
3/25/2016,301,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,271","10,074,043"
3/26/2016,502,M,HISPANIC OR LATINO,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,139,837","10,083,931"
3/30/2016,"2,358",M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,754","10,072,393"
3/24/2016,"2,008",M,BLACK,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,090","10,065,258"
3/25/2016,852,M,WHITE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,818","10,051,940"
3/24/2016,"1,955",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,099,289","10,136,775"
3/25/2016,"1,002",F,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,108,225","10,059,331"
3/30/2016,"1,814",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,119,262","10,059,823"
3/31/2016,141,F,HISPANIC OR LATINO,YES = 1,VIOLATION OF CITY ORDIANCE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,151","10,055,321"
3/31/2016,141,F,WHITE,NO = 2,,,,"3,106,151","10,055,321"
3/31/2016,141,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF CITY ORDIANCE,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,106,151","10,055,321"
3/31/2016,"1,021",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,138,308","10,085,755"
3/31/2016,"1,939",F,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,098,011","10,054,874"
3/31/2016,200,F,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,917","10,077,550"
4/1/2016,51,M,BLACK,YES = 1,,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,173","10,069,889"
3/31/2016,216,M,WHITE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,089,379","10,049,328"
3/31/2016,"1,356",M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,126,923","10,103,871"
3/31/2016,"1,127",F,HISPANIC OR LATINO,YES = 1,CALL FOR SERVICE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,132,377","10,040,458"
3/31/2016,"2,334",F,BLACK,YES = 1,MOTOR VEHICLE DRIVER,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,768","10,089,432"
3/31/2016,6,M,BLACK,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,491","10,102,151"
4/1/2016,518,F,UNKNOWN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,622","10,074,579"
4/1/2016,518,M,WHITE,YES = 1,VIOLATION OF CITY ORDIANCE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,114,622","10,074,579"
4/1/2016,518,M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,622","10,074,579"
3/31/2016,28,M,WHITE,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,103,925","10,043,240"
3/30/2016,"2,359",M,HISPANIC OR LATINO,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,147","10,043,268"
