sex,race_known,reason_stopped,searched,search_based_on,search_found,race,arrest_date,arrest_time,lng,lat
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-27,2020-01-27 20:03:00,-97.71518912114914,30.230869513659318
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-19,2020-02-19 22:18:00,-97.81298059068807,30.174263730705167
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-01,2020-12-01 02:23:00,-97.7395000286223,30.390367377297057
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-09-18,2020-09-18 02:48:00,-97.76162580587747,30.42984025923569
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-10,2020-02-10 23:26:00,-97.70862427223375,30.33910224902935
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-01,2020-02-01 17:27:00,-97.68144533482827,30.370521817537604
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-10-06,2020-10-06 00:00:00,-97.69853739194376,30.438145723403178
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-14,2020-03-14 02:37:00,-97.72663984548778,30.3961850394802
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-27,2020-12-27 03:32:00,-97.74607348138137,30.31753875382088
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-03,2020-03-03 01:18:00,-97.73759837526967,30.3134619296056
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-23,2020-05-23 04:13:00,-97.69757973654963,30.30267248902668
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-26,2020-05-26 18:31:00,-97.70736328189969,30.2937503290777
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-07,2020-01-07 00:25:00,-97.74333364993983,30.27694057312265
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-06-28,2020-06-28 01:05:00,-97.72547449562302,30.268599591916537
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-07,2020-05-07 19:07:00,-97.73150045305516,30.27003401148646
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-17,2020-11-17 01:16:00,-97.70904092991432,30.26538719018627
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-09,2020-03-09 17:19:00,-97.7161873719255,30.26135557164514
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-22,2020-11-22 02:31:00,-97.71605273806085,30.260945768770476
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-07,2020-07-07 23:44:00,-97.71205974811147,30.25584473517873
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-08-21,2020-08-21 20:23:00,-97.71316455182796,30.251557527078532
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-20,2020-02-20 02:35:00,-97.73762119381699,30.27183861058989
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-09-26,2020-09-26 23:19:00,-97.74811963818343,30.264594682328543
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-26,2020-12-26 04:17:00,-97.73939439312974,30.26787551845839
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-14,2020-03-14 00:28:00,-97.73840781848085,30.267918800067957
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-12,2020-03-12 22:05:00,-97.7379325417453,30.269097322726587
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-03,2020-02-03 00:47:00,-97.73692286919854,30.266582304470127
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-12,2020-03-12 21:08:00,-97.73687682314134,30.267469732781663
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-04-24,2020-04-24 16:30:00,-97.73687682314134,30.267469732781663
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-09-01,2020-09-01 00:54:00,-97.74439396546967,30.271079018277025
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-24,2020-01-24 01:22:00,-97.750890018164,30.27059127761615
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-10-03,2020-10-03 22:21:00,-97.750890018164,30.27059127761615
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-03,2020-02-03 00:28:00,-97.74620732772358,30.275419926799476
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-29,2020-05-29 23:34:00,-97.73824508622349,30.266782362530243
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-04,2020-12-04 00:44:00,-97.74037370496445,30.267394777766985
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-15,2020-02-15 22:35:00,-97.73681526172838,30.267402477005074
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-23,2020-05-23 14:31:00,-97.74144037463238,30.271803155878562
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-30,2020-01-30 22:59:00,-97.76709422167829,30.277624883387162
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-17,2020-11-17 02:17:00,-97.76268535781595,30.27492645063979
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-21,2020-12-21 01:10:00,-97.76633864146349,30.277081686557235
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-04-16,2020-04-16 22:38:00,-97.75646950345828,30.266215059987534
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-03,2020-01-03 01:03:00,-97.75093059743236,30.261967039776625
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-30,2020-12-30 22:31:00,-97.71775252826599,30.33538600357506
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-14,2020-11-14 23:28:00,-97.72275580017045,30.331642959352898
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-21,2020-02-21 23:03:00,-97.75151970779052,30.27796937141058
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-29,2020-05-29 02:22:00,-97.76448765300972,30.283527125338995
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-29,2020-01-29 00:20:00,-97.80345001314353,30.255861274139974
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-15,2020-01-15 02:47:00,-97.85836900420374,30.241876214614877
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-01,2020-02-01 02:16:00,-97.77031557357648,30.226593858929782
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-18,2020-01-18 02:18:00,-97.69272060727738,30.318079107732732
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-27,2020-07-27 23:06:00,-97.7015709526065,30.283240624555095
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-05,2020-07-05 21:44:00,-97.67664769655364,30.282498084362672
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-16,2020-07-16 23:48:00,-97.68579997082433,30.280877745284208
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-08-21,2020-08-21 01:16:00,-97.68702126543509,30.278983208702577
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-24,2020-07-24 01:26:00,-97.6887683625862,30.276169887445395
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-09,2020-03-09 16:24:00,-97.70626696024236,30.307479704541972
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-09-25,2020-09-25 12:18:00,-97.6858583573763,30.272278524630423
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-10-21,2020-10-21 20:36:00,-97.68571842993926,30.276225173443105
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-14,2020-01-14 02:14:00,-97.68554213458643,30.277222667856694
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-09-27,2020-09-27 00:13:00,-97.69304381654756,30.271857457256868
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-03,2020-12-03 23:12:00,-97.62924739810772,30.289873403551475
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-16,2020-11-16 00:18:00,-97.66437907800731,30.288043728817115
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-07-14,2020-07-14 00:33:00,-97.62966198411152,30.29442033108933
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-15,2020-05-15 17:25:00,-97.7206083005203,30.2380155619473
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-13,2020-01-13 20:00:00,-97.72121941991638,30.231465696791933
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-05-14,2020-05-14 01:59:00,-97.70329044791056,30.225017762661583
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-11,2020-01-11 01:12:00,-97.72233981409235,30.233840087067566
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-27,2020-01-27 13:10:00,-97.74510543309492,30.19431234710163
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-13,2020-12-13 22:57:00,-97.79861191443882,30.17550368282411
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-10-23,2020-10-23 18:27:00,-97.71658739268418,30.20556464786382
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-05,2020-03-05 23:31:00,-97.74555093876276,30.41255844198225
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-07,2020-02-07 19:44:00,-97.78330549051074,30.470053729084015
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-09,2020-02-09 08:06:00,-97.78547260522514,30.45042083104466
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-01,2020-01-01 02:49:00,-97.7559327615196,30.336879745400033
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-10-23,2020-10-23 21:29:00,-97.74668040571866,30.393053677662483
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-08-12,2020-08-12 01:29:00,-97.74613567929632,30.402712949858937
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-09,2020-12-09 01:37:00,-97.82254721345292,30.172650297327426
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-12,2020-01-12 01:41:00,-97.76276998459493,30.428947313808536
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-02-21,2020-02-21 00:38:00,-97.7004306446961,30.34398396126277
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-14,2020-12-14 19:22:00,-97.70607475412619,30.361229065070123
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-17,2020-03-17 20:39:00,-97.7130868337124,30.37887039134212
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-02,2020-03-02 20:44:00,-97.67515557638494,30.399974898271314
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-03-02,2020-03-02 20:44:00,-97.67515557638494,30.399974898271314
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-12-31,2020-12-31 20:53:00,-97.69448711740282,30.4153113000884
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-27,2020-11-27 01:51:00,-97.68108943654276,30.330408268243566
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-11-26,2020-11-26 02:18:00,-97.72736018862764,30.393597824741317
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-06-06,2020-06-06 02:44:00,-97.72608384919634,30.373686736476184
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,NOTHING,BLACK,2020-01-05,2020-01-05 19:30:00,-97.73537016263064,30.268118528331435
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-07-23,2020-07-23 00:03:00,-97.75311437105687,30.298926071970204
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-05-15,2020-05-15 16:06:00,-97.70905091796998,30.28203808780808
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-01-15,2020-01-15 20:40:00,-97.71278041360465,30.2529881060727
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-06-02,2020-06-02 21:19:00,-97.73761095554686,30.267976918836734
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-09-11,2020-09-11 00:27:00,-97.7393336969801,30.267068439039427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-01-17,2020-01-17 23:49:00,-97.7337119025796,30.35311758685428
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-07-18,2020-07-18 03:28:00,-97.7600753835096,30.28855697808959
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-05-14,2020-05-14 13:21:00,-97.69033313731583,30.276771498728728
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-02-12,2020-02-12 03:57:00,-97.6887683625862,30.276169887445395
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-09-26,2020-09-26 22:07:00,-97.75858691975219,30.2200851275787
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-10-07,2020-10-07 23:05:00,-97.69030606607994,30.375790171624537
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-03-02,2020-03-02 20:44:00,-97.67515557638494,30.399974898271314
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,OTHER,BLACK,2020-12-22,2020-12-22 21:30:00,-97.70010842979617,30.357646729494363
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,WEAPONS,BLACK,2020-07-28,2020-07-28 22:45:00,-97.63161058446865,30.29297069939632
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,WEAPONS,BLACK,2020-10-26,2020-10-26 20:48:00,-97.78782184571051,30.197096686664388
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,WEAPONS,BLACK,2020-03-04,2020-03-04 01:35:00,-97.61355604420582,30.373665952766537
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,INCIDENTAL TO ARREST,WEAPONS,BLACK,2020-06-01,2020-06-01 19:58:00,-97.72076712602644,30.405433356321
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,CASH,BLACK,2020-11-02,2020-11-02 00:33:00,-97.7393336969801,30.267068439039427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,CASH,BLACK,2020-08-07,2020-08-07 03:31:00,-97.6789768243155,30.300019531624358
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,CASH,BLACK,2020-07-21,2020-07-21 17:14:00,-97.65442615470538,30.310136299566867
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,CASH,BLACK,2020-05-10,2020-05-10 18:31:00,-97.73118573195075,30.28831602073031
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,CASH,BLACK,2020-03-01,2020-03-01 18:10:00,-97.73681526172838,30.267402477005074
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-11-02,2020-11-02 00:18:00,-97.72963498461695,30.244508651793645
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-01-15,2020-01-15 14:52:00,-97.6962884679842,30.32730855642628
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-03-17,2020-03-17 16:34:00,-97.72138163331628,30.268565731588758
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-03-04,2020-03-04 17:41:00,-97.7137153708877,30.260914501876474
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-02-01,2020-02-01 00:30:00,-97.73761979727502,30.26870868963937
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-01-13,2020-01-13 01:56:00,-97.7393336969801,30.267068439039427
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-04-29,2020-04-29 17:33:00,-97.73681526172838,30.267402477005074
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-04-29,2020-04-29 17:33:00,-97.73681526172838,30.267402477005074
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-04-25,2020-04-25 23:08:00,-97.73585666017229,30.26628841033508
M,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,Moving Traffic Violation,YES = 1,PROBABLE CAUSE,DRUGS,BLACK,2020-03-13,2020-03-13 19:57:00,-97.74386615199114,30.265240380257094
